"row_id","x","y","z","size","color","category","tooltip","date","nodeName"
"4802","-10.7133","-28.8944","32.5523","11.2","56.6","Segment-02","Node 302 on 2025-02-26 | row 4802","2025-02-26","Node-302"
"4803","-9.5929","-29.1797","34.3242","12.25","61.4","Segment-03","Node 303 on 2025-02-27 | row 4803","2025-02-27","Node-303"
"4804","-19.463","-29.4333","36.0173","13.3","66.2","Segment-04","Node 304 on 2025-02-28 | row 4804","2025-02-28","Node-304"
"4805","-18.2829","-29.6539","37.6309","14.35","71","Segment-05","Node 305 on 2025-03-01 | row 4805","2025-03-01","Node-305"
"4806","-41.7222","-29.8403","39.1644","11.8","75.8","Segment-06","Node 306 on 2025-03-02 | row 4806","2025-03-02","Node-306"
"4807","-40.4805","-29.9912","40.6176","12.85","80.6","Segment-07","Node 307 on 2025-03-03 | row 4807","2025-03-03","Node-307"
"4808","-39.2074","-21.7354","41.9903","13.9","65.6","Segment-08","Node 308 on 2025-03-04 | row 4808","2025-03-04","Node-308"
"4809","-37.9024","-21.8118","43.2829","14.95","55.35","Segment-09","Node 309 on 2025-03-05 | row 4809","2025-03-05","Node-309"
"4810","-36.5651","-21.8492","16.2857","16","60.15","Segment-10","Node 310 on 2025-03-06 | row 4810","2025-03-06","Node-310"
"4811","-35.1952","-21.8467","17.4195","6","64.95","Segment-11","Node 311 on 2025-03-07 | row 4811","2025-03-07","Node-311"
"4812","-33.7924","-21.8031","18.4752","7.05","69.75","Segment-12","Node 312 on 2025-03-08 | row 4812","2025-03-08","Node-312"
"4813","-32.3563","-21.7176","19.454","8.1","74.55","Segment-01","Node 313 on 2025-03-09 | row 4813","2025-03-09","Node-313"
"4814","-30.8867","-21.5893","20.3572","9.15","79.35","Segment-02","Node 314 on 2025-03-10 | row 4814","2025-03-10","Node-314"
"4815","-29.3832","-21.4172","21.1864","6.6","84.15","Segment-03","Node 315 on 2025-03-11 | row 4815","2025-03-11","Node-315"
"4816","-27.8458","-21.2007","21.9436","7.65","73.9","Segment-04","Node 316 on 2025-03-12 | row 4816","2025-03-12","Node-316"
"4817","-26.274","-20.9388","22.6309","8.7","78.7","Segment-05","Node 317 on 2025-03-13 | row 4817","2025-03-13","Node-317"
"4818","-24.6678","-20.631","23.2503","9.75","83.5","Segment-06","Node 318 on 2025-03-14 | row 4818","2025-03-14","Node-318"
"4819","-23.027","-20.2765","23.8045","10.8","68.5","Segment-07","Node 319 on 2025-03-15 | row 4819","2025-03-15","Node-319"
"4820","-21.3515","-19.8749","24.2961","11.85","73.3","Segment-08","Node 320 on 2025-03-16 | row 4820","2025-03-16","Node-320"
"4821","-19.6411","-19.4255","24.728","12.9","78.1","Segment-09","Node 321 on 2025-03-17 | row 4821","2025-03-17","Node-321"
"4822","-17.8957","-44.6878","25.1031","13.95","82.9","Segment-10","Node 322 on 2025-03-18 | row 4822","2025-03-18","Node-322"
"4823","-40.7653","-44.1416","25.4247","15","72.65","Segment-11","Node 323 on 2025-03-19 | row 4823","2025-03-19","Node-323"
"4824","-38.9499","-43.5463","25.6961","12.45","77.45","Segment-12","Node 324 on 2025-03-20 | row 4824","2025-03-20","Node-324"
"4825","-37.0994","-42.9018","25.9208","13.5","82.25","Segment-01","Node 325 on 2025-03-21 | row 4825","2025-03-21","Node-325"
"4826","-35.2138","-42.2077","26.1024","14.55","87.05","Segment-02","Node 326 on 2025-03-22 | row 4826","2025-03-22","Node-326"
"4827","-33.2933","-41.4638","26.2448","15.6","91.85","Segment-03","Node 327 on 2025-03-23 | row 4827","2025-03-23","Node-327"
"4828","-31.3378","-40.6702","26.3517","5.6","96.65","Segment-04","Node 328 on 2025-03-24 | row 4828","2025-03-24","Node-328"
"4829","-29.3475","-39.8265","26.4271","6.65","101.45","Segment-05","Node 329 on 2025-03-25 | row 4829","2025-03-25","Node-329"
"4830","-27.3224","-38.933","26.4752","7.7","71.4","Segment-06","Node 330 on 2025-03-26 | row 4830","2025-03-26","Node-330"
"4831","-25.2628","-37.9896","26.5","8.75","76.2","Segment-07","Node 331 on 2025-03-27 | row 4831","2025-03-27","Node-331"
"4832","-23.1687","-36.9964","26.5057","9.8","81","Segment-08","Node 332 on 2025-03-28 | row 4832","2025-03-28","Node-332"
"4833","-32.0605","-35.9536","26.4966","7.25","85.8","Segment-09","Node 333 on 2025-03-29 | row 4833","2025-03-29","Node-333"
"4834","-29.8982","-34.8614","26.477","8.3","90.6","Segment-10","Node 334 on 2025-03-30 | row 4834","2025-03-30","Node-334"
"4835","-27.7021","-33.7202","26.4512","9.35","95.4","Segment-11","Node 335 on 2025-03-31 | row 4835","2025-03-31","Node-335"
"4836","-25.4725","-32.5302","26.4235","10.4","100.2","Segment-12","Node 336 on 2025-04-01 | row 4836","2025-04-01","Node-336"
"4837","-23.2098","-31.2919","26.3983","11.45","89.95","Segment-01","Node 337 on 2025-04-02 | row 4837","2025-04-02","Node-337"
"4838","-20.9141","-30.0057","26.3799","12.5","94.75","Segment-02","Node 338 on 2025-04-03 | row 4838","2025-04-03","Node-338"
"4839","-18.5859","-20.3022","26.3726","13.55","99.55","Segment-03","Node 339 on 2025-04-04 | row 4839","2025-04-04","Node-339"
"4840","-40.8755","-18.9219","26.3806","14.6","104.35","Segment-04","Node 340 on 2025-04-05 | row 4840","2025-04-05","Node-340"
"4841","-38.4833","-17.4955","-1.8019","15.65","89.35","Segment-05","Node 341 on 2025-04-06 | row 4841","2025-04-06","Node-341"
"4842","-36.0597","-16.0235","-1.7507","13.1","94.15","Segment-06","Node 342 on 2025-04-07 | row 4842","2025-04-07","Node-342"
"4843","-33.6052","-14.5069","-1.6717","14.15","98.95","Segment-07","Node 343 on 2025-04-08 | row 4843","2025-04-08","Node-343"
"4844","-31.1202","-12.9464","-1.561","15.2","88.7","Segment-08","Node 344 on 2025-04-09 | row 4844","2025-04-09","Node-344"
"4845","-28.6051","-37.1027","-1.4148","5.2","93.5","Segment-09","Node 345 on 2025-04-10 | row 4845","2025-04-10","Node-345"
"4846","-26.0605","-35.4569","-1.2292","6.25","13.3","Segment-10","Node 346 on 2025-04-11 | row 4846","2025-04-11","Node-346"
"4847","-23.487","-33.7698","-1.0006","7.3","18.1","Segment-11","Node 347 on 2025-04-12 | row 4847","2025-04-12","Node-347"
"4848","-20.8849","-32.0425","-0.7255","8.35","22.9","Segment-12","Node 348 on 2025-04-13 | row 4848","2025-04-13","Node-348"
"4849","-18.255","-30.276","-0.4006","9.4","27.7","Segment-01","Node 349 on 2025-04-14 | row 4849","2025-04-14","Node-349"
"4850","-15.5978","-28.4714","-0.0227","10.45","32.5","Segment-02","Node 350 on 2025-04-15 | row 4850","2025-04-15","Node-350"
"4851","-12.9139","-26.6298","0.4113","7.9","22.25","Segment-03","Node 351 on 2025-04-16 | row 4851","2025-04-16","Node-351"
"4852","-10.2039","-24.7524","0.9043","8.95","7.25","Segment-04","Node 352 on 2025-04-17 | row 4852","2025-04-17","Node-352"
"4853","-7.4684","-22.8404","1.4588","10","12.05","Segment-05","Node 353 on 2025-04-18 | row 4853","2025-04-18","Node-353"
"4854","-4.7082","-20.8951","2.0775","11.05","16.85","Segment-06","Node 354 on 2025-04-19 | row 4854","2025-04-19","Node-354"
"4855","-1.9239","-18.9178","2.7625","12.1","21.65","Segment-07","Node 355 on 2025-04-20 | row 4855","2025-04-20","Node-355"
"4856","0.8838","-16.9098","3.5159","13.15","26.45","Segment-08","Node 356 on 2025-04-21 | row 4856","2025-04-21","Node-356"
"4857","-20.9358","-14.8725","4.3396","14.2","31.25","Segment-09","Node 357 on 2025-04-22 | row 4857","2025-04-22","Node-357"
"4858","-18.0834","-12.8074","5.2353","15.25","21","Segment-10","Node 358 on 2025-04-23 | row 4858","2025-04-23","Node-358"
"4859","-15.2099","-10.7158","6.2044","16.3","25.8","Segment-11","Node 359 on 2025-04-24 | row 4859","2025-04-24","Node-359"
"4860","-12.3159","-8.5992","7.248","13.75","30.6","Segment-12","Node 360 on 2025-04-25 | row 4860","2025-04-25","Node-360"
"4861","-9.4022","-6.4592","8.3671","14.8","35.4","Segment-01","Node 361 on 2025-04-26 | row 4861","2025-04-26","Node-361"
"4862","-17.4897","-4.2973","9.5624","4.8","40.2","Segment-02","Node 362 on 2025-04-27 | row 4862","2025-04-27","Node-362"
"4863","-14.5391","-2.115","10.8344","5.85","25.2","Segment-03","Node 363 on 2025-04-28 | row 4863","2025-04-28","Node-363"
"4864","-11.5712","0.0861","12.1833","6.9","30","Segment-04","Node 364 on 2025-04-29 | row 4864","2025-04-29","Node-364"
"4865","-8.5869","2.3044","13.6091","7.95","19.75","Segment-05","Node 365 on 2025-04-30 | row 4865","2025-04-30","Node-365"
"4866","-5.5871","4.5382","15.1116","9","24.55","Segment-06","Node 366 on 2025-05-01 | row 4866","2025-05-01","Node-366"
"4867","-2.5725","6.7859","16.6902","10.05","29.35","Segment-07","Node 367 on 2025-05-02 | row 4867","2025-05-02","Node-367"
"4868","0.456","-16.7142","18.3442","11.1","34.15","Segment-08","Node 368 on 2025-05-03 | row 4868","2025-05-03","Node-368"
"4869","3.4974","-14.4437","20.0727","8.55","38.95","Segment-09","Node 369 on 2025-05-04 | row 4869","2025-05-04","Node-369"
"4870","6.5509","-3.7943","21.8743","9.6","43.75","Segment-10","Node 370 on 2025-05-05 | row 4870","2025-05-05","Node-370"
"4871","9.6156","-1.5077","23.7477","10.65","48.55","Segment-11","Node 371 on 2025-05-06 | row 4871","2025-05-06","Node-371"
"4872","12.6907","0.7843","-2.5189","11.7","38.3","Segment-12","Node 372 on 2025-05-07 | row 4872","2025-05-07","Node-372"
"4873","15.7751","3.0801","-0.5074","12.75","43.1","Segment-01","Node 373 on 2025-05-08 | row 4873","2025-05-08","Node-373"
"4874","-5.782","5.3779","1.5701","13.8","28.1","Segment-02","Node 374 on 2025-05-09 | row 4874","2025-05-09","Node-374"
"4875","-2.6816","7.676","3.7111","14.85","32.9","Segment-03","Node 375 on 2025-05-10 | row 4875","2025-05-10","Node-375"
"4876","0.4255","9.9727","5.9132","15.9","37.7","Segment-04","Node 376 on 2025-05-11 | row 4876","2025-05-11","Node-376"
"4877","3.5383","12.2663","8.1735","16.95","42.5","Segment-05","Node 377 on 2025-05-12 | row 4877","2025-05-12","Node-377"
"4878","6.6558","14.555","10.4889","14.4","47.3","Segment-06","Node 378 on 2025-05-13 | row 4878","2025-05-13","Node-378"
"4879","9.7771","16.8372","12.8565","4.4","37.05","Segment-07","Node 379 on 2025-05-14 | row 4879","2025-05-14","Node-379"
"4880","12.9014","19.1111","15.2726","5.45","41.85","Segment-08","Node 380 on 2025-05-15 | row 4880","2025-05-15","Node-380"
"4881","16.0275","21.375","17.7339","6.5","46.65","Segment-09","Node 381 on 2025-05-16 | row 4881","2025-05-16","Node-381"
"4882","19.1546","23.6274","20.2366","7.55","51.45","Segment-10","Node 382 on 2025-05-17 | row 4882","2025-05-17","Node-382"
"4883","22.2818","25.8664","22.7769","8.6","56.25","Segment-11","Node 383 on 2025-05-18 | row 4883","2025-05-18","Node-383"
"4884","25.408","28.0905","25.3507","9.65","61.05","Segment-12","Node 384 on 2025-05-19 | row 4884","2025-05-19","Node-384"
"4885","28.5324","30.2979","27.954","10.7","46.05","Segment-01","Node 385 on 2025-05-20 | row 4885","2025-05-20","Node-385"
"4886","31.654","32.4872","30.5823","11.75","35.8","Segment-02","Node 386 on 2025-05-21 | row 4886","2025-05-21","Node-386"
"4887","34.7718","34.6567","33.2315","9.2","40.6","Segment-03","Node 387 on 2025-05-22 | row 4887","2025-05-22","Node-387"
"4888","37.8849","36.8049","35.897","10.25","45.4","Segment-04","Node 388 on 2025-05-23 | row 4888","2025-05-23","Node-388"
"4889","40.9924","38.9301","38.5742","11.3","50.2","Segment-05","Node 389 on 2025-05-24 | row 4889","2025-05-24","Node-389"
"4890","44.0934","41.0309","41.2585","12.35","55","Segment-06","Node 390 on 2025-05-25 | row 4890","2025-05-25","Node-390"
"4891","11.5168","17.3458","43.9452","13.4","59.8","Segment-07","Node 391 on 2025-05-26 | row 4891","2025-05-26","Node-391"
"4892","14.6019","19.3933","46.6296","14.45","64.6","Segment-08","Node 392 on 2025-05-27 | row 4892","2025-05-27","Node-392"
"4893","17.6776","21.4121","49.3068","15.5","54.35","Segment-09","Node 393 on 2025-05-28 | row 4893","2025-05-28","Node-393"
"4894","20.7431","23.4006","51.9722","16.55","59.15","Segment-10","Node 394 on 2025-05-29 | row 4894","2025-05-29","Node-394"
"4895","23.7974","25.3577","54.6208","17.6","63.95","Segment-11","Node 395 on 2025-05-30 | row 4895","2025-05-30","Node-395"
"4896","26.8397","27.2819","57.2478","4","48.95","Segment-12","Node 396 on 2025-05-31 | row 4896","2025-05-31","Node-396"
"4897","29.8691","29.1719","59.8486","5.05","53.75","Segment-01","Node 397 on 2025-06-01 | row 4897","2025-06-01","Node-397"
"4898","32.8847","31.0266","62.4182","6.1","58.55","Segment-02","Node 398 on 2025-06-02 | row 4898","2025-06-02","Node-398"
"4899","35.8856","32.8448","64.952","7.15","63.35","Segment-03","Node 399 on 2025-06-03 | row 4899","2025-06-03","Node-399"
"4900","38.871","34.6252","67.4453","8.2","53.1","Segment-04","Node 400 on 2025-06-04 | row 4900","2025-06-04","Node-400"
"4901","41.84","44.7368","69.8935","9.25","57.9","Segment-05","Node 401 on 2025-06-05 | row 4901","2025-06-05","Node-401"
"4902","44.7919","46.4386","72.2921","10.3","62.7","Segment-06","Node 402 on 2025-06-06 | row 4902","2025-06-06","Node-402"
"4903","47.7257","48.0995","46.4268","11.35","67.5","Segment-07","Node 403 on 2025-06-07 | row 4903","2025-06-07","Node-403"
"4904","50.6407","49.7185","48.7131","12.4","72.3","Segment-08","Node 404 on 2025-06-08 | row 4904","2025-06-08","Node-404"
"4905","53.5361","51.2947","50.9369","9.85","77.1","Segment-09","Node 405 on 2025-06-09 | row 4905","2025-06-09","Node-405"
"4906","56.4111","52.8274","53.0941","10.9","81.9","Segment-10","Node 406 on 2025-06-10 | row 4906","2025-06-10","Node-406"
"4907","59.265","54.3155","55.1809","11.95","51.85","Segment-11","Node 407 on 2025-06-11 | row 4907","2025-06-11","Node-407"
"4908","37.4469","55.7585","57.1934","13","56.65","Segment-12","Node 408 on 2025-06-12 | row 4908","2025-06-12","Node-408"
"4909","40.2562","57.1556","59.1281","14.05","61.45","Segment-01","Node 409 on 2025-06-13 | row 4909","2025-06-13","Node-409"
"4910","43.0422","58.5061","60.9816","15.1","66.25","Segment-02","Node 410 on 2025-06-14 | row 4910","2025-06-14","Node-410"
"4911","45.8041","59.8095","62.7506","16.15","71.05","Segment-03","Node 411 on 2025-06-15 | row 4911","2025-06-15","Node-411"
"4912","48.5413","61.0652","64.432","17.2","75.85","Segment-04","Node 412 on 2025-06-16 | row 4912","2025-06-16","Node-412"
"4913","51.2531","62.2727","66.0231","7.2","80.65","Segment-05","Node 413 on 2025-06-17 | row 4913","2025-06-17","Node-413"
"4914","53.9389","37.6717","67.5212","4.65","70.4","Segment-06","Node 414 on 2025-06-18 | row 4914","2025-06-18","Node-414"
"4915","56.598","38.7816","68.9239","5.7","75.2","Segment-07","Node 415 on 2025-06-19 | row 4915","2025-06-19","Node-415"
"4916","59.2299","39.8423","70.229","6.75","80","Segment-08","Node 416 on 2025-06-20 | row 4916","2025-06-20","Node-416"
"4917","61.8339","40.8535","71.4346","7.8","84.8","Segment-09","Node 417 on 2025-06-21 | row 4917","2025-06-21","Node-417"
"4918","64.4094","41.8149","72.539","8.85","69.8","Segment-10","Node 418 on 2025-06-22 | row 4918","2025-06-22","Node-418"
"4919","66.9561","42.7265","73.5407","9.9","74.6","Segment-11","Node 419 on 2025-06-23 | row 4919","2025-06-23","Node-419"
"4920","58.4532","43.5882","74.4384","10.95","79.4","Segment-12","Node 420 on 2025-06-24 | row 4920","2025-06-24","Node-420"
"4921","60.9404","44.4","75.2313","12","69.15","Segment-01","Node 421 on 2025-06-25 | row 4921","2025-06-25","Node-421"
"4922","63.397","45.1619","75.9186","13.05","73.95","Segment-02","Node 422 on 2025-06-26 | row 4922","2025-06-26","Node-422"
"4923","65.8228","45.8739","76.4998","10.5","78.75","Segment-03","Node 423 on 2025-06-27 | row 4923","2025-06-27","Node-423"
"4924","68.2172","46.5364","76.9748","11.55","83.55","Segment-04","Node 424 on 2025-06-28 | row 4924","2025-06-28","Node-424"
"4925","45.9298","47.1495","77.3436","12.6","88.35","Segment-05","Node 425 on 2025-06-29 | row 4925","2025-06-29","Node-425"
"4926","48.2603","47.7134","77.6066","13.65","93.15","Segment-06","Node 426 on 2025-06-30 | row 4926","2025-06-30","Node-426"
"4927","50.5583","48.2286","77.7644","14.7","97.95","Segment-07","Node 427 on 2025-07-01 | row 4927","2025-07-01","Node-427"
"4928","52.8233","48.6954","77.8178","15.75","87.7","Segment-08","Node 428 on 2025-07-02 | row 4928","2025-07-02","Node-428"
"4929","55.0552","49.1143","77.7679","16.8","72.7","Segment-09","Node 429 on 2025-07-03 | row 4929","2025-07-03","Node-429"
"4930","57.2536","49.4858","77.6161","6.8","77.5","Segment-10","Node 430 on 2025-07-04 | row 4930","2025-07-04","Node-430"
"4931","59.4183","49.8104","77.364","7.85","82.3","Segment-11","Node 431 on 2025-07-05 | row 4931","2025-07-05","Node-431"
"4932","61.549","58.4588","77.0136","5.3","87.1","Segment-12","Node 432 on 2025-07-06 | row 4932","2025-07-06","Node-432"
"4933","63.6454","58.6917","76.5669","6.35","91.9","Segment-01","Node 433 on 2025-07-07 | row 4933","2025-07-07","Node-433"
"4934","65.7075","58.8798","47.8162","7.4","96.7","Segment-02","Node 434 on 2025-07-08 | row 4934","2025-07-08","Node-434"
"4935","67.735","59.0239","47.1842","8.45","86.45","Segment-03","Node 435 on 2025-07-09 | row 4935","2025-07-09","Node-435"
"4936","69.7277","59.1248","46.4638","9.5","91.25","Segment-04","Node 436 on 2025-07-10 | row 4936","2025-07-10","Node-436"
"4937","71.6857","33.4234","45.6579","10.55","96.05","Segment-05","Node 437 on 2025-07-11 | row 4937","2025-07-11","Node-437"
"4938","73.6087","33.4406","44.7697","11.6","100.85","Segment-06","Node 438 on 2025-07-12 | row 4938","2025-07-12","Node-438"
"4939","75.4966","33.4176","43.8029","12.65","105.65","Segment-07","Node 439 on 2025-07-13 | row 4939","2025-07-13","Node-439"
"4940","77.3496","33.3552","42.761","13.7","90.65","Segment-08","Node 440 on 2025-07-14 | row 4940","2025-07-14","Node-440"
"4941","79.1675","33.2545","41.6478","11.15","95.45","Segment-09","Node 441 on 2025-07-15 | row 4941","2025-07-15","Node-441"
"4942","56.3003","33.1168","40.4675","12.2","85.2","Segment-10","Node 442 on 2025-07-16 | row 4942","2025-07-16","Node-442"
"4943","58.0481","32.9431","39.2242","13.25","90","Segment-11","Node 443 on 2025-07-17 | row 4943","2025-07-17","Node-443"
"4944","59.761","32.7348","37.9222","14.3","94.8","Segment-12","Node 444 on 2025-07-18 | row 4944","2025-07-18","Node-444"
"4945","61.439","32.4929","36.5661","15.35","99.6","Segment-01","Node 445 on 2025-07-19 | row 4945","2025-07-19","Node-445"
"4946","63.0822","32.219","35.1605","16.4","19.4","Segment-02","Node 446 on 2025-07-20 | row 4946","2025-07-20","Node-446"
"4947","64.6908","31.9142","33.7101","6.4","24.2","Segment-03","Node 447 on 2025-07-21 | row 4947","2025-07-21","Node-447"
"4948","66.265","31.58","32.2199","7.45","29","Segment-04","Node 448 on 2025-07-22 | row 4948","2025-07-22","Node-448"
"4949","56.7848","31.2177","30.6947","8.5","18.75","Segment-05","Node 449 on 2025-07-23 | row 4949","2025-07-23","Node-449"
"4950","58.2906","30.8288","29.1396","5.95","23.55","Segment-06","Node 450 on 2025-07-24 | row 4950","2025-07-24","Node-450"
"4951","59.7626","30.4149","27.5599","7","8.55","Segment-07","Node 451 on 2025-07-25 | row 4951","2025-07-25","Node-451"
"4952","61.201","29.9773","25.9605","8.05","13.35","Segment-08","Node 452 on 2025-07-26 | row 4952","2025-07-26","Node-452"
"4953","62.6062","29.5176","24.3468","9.1","18.15","Segment-09","Node 453 on 2025-07-27 | row 4953","2025-07-27","Node-453"
"4954","63.9783","29.0374","22.7241","10.15","22.95","Segment-10","Node 454 on 2025-07-28 | row 4954","2025-07-28","Node-454"
"4955","65.3179","28.5382","21.0975","11.2","27.75","Segment-11","Node 455 on 2025-07-29 | row 4955","2025-07-29","Node-455"
"4956","66.6251","28.0217","19.4725","12.25","17.5","Segment-12","Node 456 on 2025-07-30 | row 4956","2025-07-30","Node-456"
"4957","67.9005","27.4894","17.8542","13.3","22.3","Segment-01","Node 457 on 2025-07-31 | row 4957","2025-07-31","Node-457"
"4958","69.1444","26.9431","16.248","14.35","27.1","Segment-02","Node 458 on 2025-08-01 | row 4958","2025-08-01","Node-458"
"4959","45.7072","26.3844","14.6589","11.8","31.9","Segment-03","Node 459 on 2025-08-02 | row 4959","2025-08-02","Node-459"
"4960","46.8894","0.055","13.0923","12.85","36.7","Segment-04","Node 460 on 2025-08-03 | row 4960","2025-08-03","Node-460"
"4961","48.0415","-0.5236","11.5533","13.9","41.5","Segment-05","Node 461 on 2025-08-04 | row 4961","2025-08-04","Node-461"
"4962","49.1639","-1.1094","10.0468","14.95","26.5","Segment-06","Node 462 on 2025-08-05 | row 4962","2025-08-05","Node-462"
"4963","50.2572","6.669","8.5777","16","16.25","Segment-07","Node 463 on 2025-08-06 | row 4963","2025-08-06","Node-463"
"4964","51.322","6.0736","7.1511","6","21.05","Segment-08","Node 464 on 2025-08-07 | row 4964","2025-08-07","Node-464"
"4965","52.3586","5.4759","-22.4385","7.05","25.85","Segment-09","Node 465 on 2025-08-08 | row 4965","2025-08-08","Node-465"
"4966","53.3679","4.8778","-23.7664","8.1","30.65","Segment-10","Node 466 on 2025-08-09 | row 4966","2025-08-09","Node-466"
"4967","54.3503","4.2808","-25.0382","9.15","35.45","Segment-11","Node 467 on 2025-08-10 | row 4967","2025-08-10","Node-467"
"4968","55.3065","3.6868","-26.2495","6.6","40.25","Segment-12","Node 468 on 2025-08-11 | row 4968","2025-08-11","Node-468"
"4969","56.237","3.0975","-27.3961","7.65","45.05","Segment-01","Node 469 on 2025-08-12 | row 4969","2025-08-12","Node-469"
"4970","57.1427","2.5146","-28.4741","8.7","34.8","Segment-02","Node 470 on 2025-08-13 | row 4970","2025-08-13","Node-470"
"4971","58.0241","1.9397","-29.4797","9.75","39.6","Segment-03","Node 471 on 2025-08-14 | row 4971","2025-08-14","Node-471"
"4972","58.8819","1.3746","-30.4092","10.8","44.4","Segment-04","Node 472 on 2025-08-15 | row 4972","2025-08-15","Node-472"
"4973","59.7168","0.8209","-31.2592","11.85","29.4","Segment-05","Node 473 on 2025-08-16 | row 4973","2025-08-16","Node-473"
"4974","60.5297","0.2804","-32.0265","12.9","34.2","Segment-06","Node 474 on 2025-08-17 | row 4974","2025-08-17","Node-474"
"4975","61.3211","-0.2453","-32.7081","13.95","39","Segment-07","Node 475 on 2025-08-18 | row 4975","2025-08-18","Node-475"
"4976","37.4419","-0.7546","-33.3012","15","43.8","Segment-08","Node 476 on 2025-08-19 | row 4976","2025-08-19","Node-476"
"4977","38.1929","-1.2459","-33.8032","12.45","33.55","Segment-09","Node 477 on 2025-08-20 | row 4977","2025-08-20","Node-477"
"4978","27.9048","-1.7176","-34.2119","13.5","38.35","Segment-10","Node 478 on 2025-08-21 | row 4978","2025-08-21","Node-478"
"4979","28.6184","-2.1681","-34.5252","14.55","43.15","Segment-11","Node 479 on 2025-08-22 | row 4979","2025-08-22","Node-479"
"4980","29.3146","-2.5958","-34.7411","15.6","47.95","Segment-12","Node 480 on 2025-08-23 | row 4980","2025-08-23","Node-480"
"4981","29.9942","-2.9993","-34.8583","5.6","52.75","Segment-01","Node 481 on 2025-08-24 | row 4981","2025-08-24","Node-481"
"4982","30.6579","-3.377","-34.8752","6.65","57.55","Segment-02","Node 482 on 2025-08-25 | row 4982","2025-08-25","Node-482"
"4983","31.3068","-29.4875","-34.7909","7.7","62.35","Segment-03","Node 483 on 2025-08-26 | row 4983","2025-08-26","Node-483"
"4984","31.9416","-29.8094","-34.6045","8.75","32.3","Segment-04","Node 484 on 2025-08-27 | row 4984","2025-08-27","Node-484"
"4985","32.5632","-30.1012","-34.3155","9.8","37.1","Segment-05","Node 485 on 2025-08-28 | row 4985","2025-08-28","Node-485"
"4986","33.1725","-30.3617","-33.9236","7.25","41.9","Segment-06","Node 486 on 2025-08-29 | row 4986","2025-08-29","Node-486"
"4987","33.7704","-30.5894","-33.4287","8.3","46.7","Segment-07","Node 487 on 2025-08-30 | row 4987","2025-08-30","Node-487"
"4988","34.3577","-30.7831","-32.831","9.35","51.5","Segment-08","Node 488 on 2025-08-31 | row 4988","2025-08-31","Node-488"
"4989","34.9354","-30.9417","-32.1311","10.4","56.3","Segment-09","Node 489 on 2025-09-01 | row 4989","2025-09-01","Node-489"
"4990","35.5045","-31.0637","-31.3297","11.45","61.1","Segment-10","Node 490 on 2025-09-02 | row 4990","2025-09-02","Node-490"
"4991","36.0658","-31.1482","-30.4277","12.5","50.85","Segment-11","Node 491 on 2025-09-03 | row 4991","2025-09-03","Node-491"
"4992","36.6202","-31.194","-29.4264","13.55","55.65","Segment-12","Node 492 on 2025-09-04 | row 4992","2025-09-04","Node-492"
"4993","12.5187","-31.2001","-28.3273","14.6","60.45","Segment-01","Node 493 on 2025-09-05 | row 4993","2025-09-05","Node-493"
"4994","13.0622","-22.7953","-27.1321","15.65","65.25","Segment-02","Node 494 on 2025-09-06 | row 4994","2025-09-06","Node-494"
"4995","13.6017","-22.7188","-25.8428","13.1","50.25","Segment-03","Node 495 on 2025-09-07 | row 4995","2025-09-07","Node-495"
"4996","14.1381","-22.5997","-52.6715","14.15","55.05","Segment-04","Node 496 on 2025-09-08 | row 4996","2025-09-08","Node-496"
"4997","14.6723","-22.437","-51.2006","15.2","59.85","Segment-05","Node 497 on 2025-09-09 | row 4997","2025-09-09","Node-497"
"4998","15.2053","-22.2299","-49.6428","5.2","49.6","Segment-06","Node 498 on 2025-09-10 | row 4998","2025-09-10","Node-498"
"4999","15.7381","-21.9777","-48.0009","6.25","54.4","Segment-07","Node 499 on 2025-09-11 | row 4999","2025-09-11","Node-499"
"5000","16.2716","-21.6797","-46.2779","7.3","59.2","Segment-08","Node 500 on 2025-09-12 | row 5000","2025-09-12","Node-500"
"5001","6.6567","-40.3752","-48.1171","6.35","55","Segment-01","Node 001 on 2025-09-13 | row 5001","2025-09-13","Node-001"
"5002","7.1943","-39.9836","-46.2418","7.4","59.8","Segment-02","Node 002 on 2025-09-14 | row 5002","2025-09-14","Node-002"
"5003","7.7355","-39.5444","-44.2955","8.45","64.6","Segment-03","Node 003 on 2025-09-15 | row 5003","2025-09-15","Node-003"
"5004","8.2812","-39.0571","-42.2821","9.5","69.4","Segment-04","Node 004 on 2025-09-16 | row 5004","2025-09-16","Node-004"
"5005","8.8322","-38.5212","-40.2054","10.55","59.15","Segment-05","Node 005 on 2025-09-17 | row 5005","2025-09-17","Node-005"
"5006","9.3896","-37.9363","-38.0694","11.6","63.95","Segment-06","Node 006 on 2025-09-18 | row 5006","2025-09-18","Node-006"
"5007","-1.0657","-37.3023","-35.8783","12.65","68.75","Segment-07","Node 007 on 2025-09-19 | row 5007","2025-09-19","Node-007"
"5008","-0.4928","-36.6187","-33.6362","13.7","73.55","Segment-08","Node 008 on 2025-09-20 | row 5008","2025-09-20","Node-008"
"5009","0.0892","-35.8855","-31.3476","11.15","78.35","Segment-09","Node 009 on 2025-09-21 | row 5009","2025-09-21","Node-009"
"5010","0.6812","-35.1024","-29.0168","12.2","83.15","Segment-10","Node 010 on 2025-09-22 | row 5010","2025-09-22","Node-010"
